id_bien,adresse,surf_carrez,nb_lot,type_local,surf_reelle,nb_piece,idcom
9419AX1151061,6  RUE EMMANUEL CHABRIER,60.69,2,Appartement,61,3,2963
9419AX1151088,8  RUE EMMANUEL CHABRIER,61.5,2,Appartement,61,3,2963
9419AN39135,6  ALL DES HAUTS DE CHENNEVIERES,65.18,2,Appartement,64,3,2963
9475AP13410,3  RUE DE CERCAY,20.32,2,Appartement,20,1,2968
9459AL877823,6  RES DES CHENES,45.23,2,Appartement,45,2,2970
9459AL865236,127  AV MAURICE BERTEAUX,49.77,1,Appartement,49,2,2970
9459AD212132,7 T AV ARDOUIN,70.31,1,Appartement,70,3,2970
9460AL48525,20  RUE DE FLANDRES,72.81,1,Maison,72,4,2964
944AH2143,7  RUE VALLOU DE VILLENEUVE,34.45,1,Appartement,37,2,2961
9453AL2803,17  RUE SADI CARNOT,217.1,1,Appartement,70,2,2973
9419AX496,6  ALL BOSSUET,96.99,1,Maison,98,4,2963
9478AN3381,9  RUE GARIBALDI,95,1,Maison,93,5,2959
9471AI385202,2  RUE DU MOULIN D AMBOILE,57.67,3,Appartement,58,3,2966
9419AT7819,17  RUE ARISTIDE BRIAND,71.71,2,Appartement,73,3,2963
9419AN39141,8  ALL DES HAUTS DE CHENNEVIERES,104.17,2,Appartement,96,5,2963
9477AR22734,103  AV LE FOLL,24.14,2,Appartement,24,1,2972
9444AK213218,9003  AV DE VALENTON,50.01,1,Appartement,48,2,2967
9474A66279,31  RUE JEAN JAURES,63.19,1,Appartement,62,3,2962
9471AI79447,43  RUE DU GRAND VAL,54.21,2,Appartement,53,3,2966
9419AN411115,35  ALL DES BATTUES,61.87,2,Appartement,62,3,2963
9419AN355065,3  ALL DE LA FREGATE,70.94,1,Appartement,69,3,2963
9474AD1803,5 B RUE DU COLONEL FABIEN,41.31,1,Appartement,45,3,2962
9471AV5617,30  AV WINSTON CHURCHILL,44.94,1,Appartement,45,2,2966
9444AN5073,18  RUE DE LA PENTE,70.83,1,Appartement,73,2,2967
9478AC113129,4  RUE LEON BLUM,80.6,2,Appartement,79,4,2959
9444AP42819,5  RUE DES HERBAGES DE SEZE,76.6,2,Appartement,76,4,2967
941AG1117,11  ALL DE L ORANGERIE,57.52,1,Appartement,57,3,2969
9444AH481533,23  RUE ANTOINE DE SAINT EXUPERY,42.6,1,Appartement,43,2,2967
9475AK247161,6  ALL DES SYCOMORES,66.46,2,Appartement,67,3,2968
9444AP42814,5  RUE DES HERBAGES DE SEZE,59.15,1,Appartement,59,3,2967
944AH24436,13  RUE DE WAGRAM,44.89,1,Appartement,43,2,2961
9456AB28111,11  RES LES ROSES,111.51,1,Maison,116,6,2960
9444AP20244,23  AV DE VERDUN,62.85,1,Appartement,64,4,2967
9460AM305,48  RUE JEAN JAURES,71.46,1,Appartement,53,3,2964
9471AI385309,28  RUE DE LA FOSSE ROUGE,53.7,2,Appartement,54,3,2966
9459AM511,7  CHE DU BOIS L ABBE,64.27,1,Appartement,65,3,2970
9479AK30456,8  RUE DE NOISY,32.42,1,Appartement,32,1,2965
9478AC113173,4  RUE LEON BLUM,80.46,2,Appartement,79,4,2959
9474AD1813,5  RUE DU COLONEL FABIEN,154.01,2,Appartement,150,5,2962
9460AL48119,22  AV DU MAINE,72,1,Maison,72,4,2964
9460AO1719,3  RUE LECH WALESA,83.85,1,Maison,85,4,2964
9479AI4213,11  RUE ALEXIS QUIRIN,54.05,2,Appartement,54,3,2965
9478AP31920,58  RUE DE PARIS,29.9,2,Appartement,32,2,2959
9444AM210106,38 B RUE HENRI BARBUSSE,25.87,1,Appartement,25,1,2967
9459AN26275,26  AV DE CHENNEVIERES,47.89,2,Appartement,48,1,2970
9459AC341288,9  AV GEORGES FOUREAU,74.62,2,Appartement,74,4,2970
9478AO1353,3  RUE MICHELET,51.9,2,Appartement,50,3,2959
9479AC341,86  BD DE FRIEDBERG,77.2,1,Maison,77,4,2965
9477AB17896,1 A RUE DES TUILOTS,96.5,1,Maison,94,5,2972
9444AI4171,57 B AV DES TILLEULS,40,2,Appartement,40,2,2967
9459AL84316,117  AV MAURICE BERTEAUX,64.05,1,Appartement,64,3,2970
9477AI6620,24  AV DU MARECHAL DE TURENNE,46.5,1,Appartement,46,2,2972
9444AH653201,34 Q AV DE LA SABLIERE,55.8,1,Appartement,59,2,2967
941AE15086,2  PAS DE L ABBE LASSAILY,79.22,1,Appartement,74,4,2969
9475AK247113,1  VLA DES BOUGAINVILLIERS,66.32,2,Appartement,67,3,2968
9479AT119,1  RUE DE COEUILLY,30.26,1,Appartement,30,2,2965
9460AH17813,24  RUE DU 8 MAI 1945,49.48,1,Appartement,45,2,2964
9419AN2388,2  RUE JEAN MERMOZ,79.51,1,Appartement,77,4,2963
9471AV35105,1  RUE DE LA PORTE,25.3,1,Appartement,23,1,2966
9478AD9717,51  BD DE LA PAIX,84.72,1,Maison,84,4,2959
9419AT18212,19  RUE DURMERSHEIM,38.89,3,Appartement,41,2,2963
9419AT18213,19  RUE DURMERSHEIM,38.07,3,Appartement,38,2,2963
9419AS2731,7  ALL DU CLOS DU BELVEDERE,110,1,Maison,100,5,2963
9453AD15516,14  RUE JACQUES MONOD,141.7,1,Maison,111,4,2973
9477AD4475,1  RUE JEAN SACCARD,43.08,2,Appartement,52,2,2972
9478AH70316,31  RUE EMILE ZOLA,1.36,2,Appartement,13,1,2959
941AA771,28  RUE DU GAL DE GAULLE,39.65,2,Appartement,42,2,2969
9444AN273116,9001  RUE PASTEUR,67.97,2,Appartement,66,4,2967
9444AD53138,10  AV DE VERDUN,39.8,1,Appartement,39,2,2967
9479AN691,6  RUE MAXIMILIEN,64.34,2,Appartement,68,3,2965
9470AN763,3  GR GRANDE RUE,35.2,1,Appartement,35,1,2974
941AC105130,31  RTE DE VILLENEUVE,56.95,2,Appartement,58,4,2969
9459AI75458,38  AV GONZALVE,64.35,1,Appartement,63,3,2970
941AG1208,20  ALL DES ORMES,68.53,1,Appartement,66,4,2969
941AE6217,12  RUE SAINT GEORGES,27.65,1,Appartement,25,1,2969
9459AI75539,4  AV DE L EDEN,59.83,1,Appartement,59,3,2970
9444AC562713,26  PL LOUISE DE VILMORIN,71.92,1,Appartement,72,4,2967
9444C52351,41 B AV DE VALENTON,77.52,2,Appartement,77,4,2967
9444AO18724,5  ALL DES BENGALIS,116.84,1,Maison,105,4,2967
941AG1194,19  ALL DES ORMES,68.32,1,Appartement,67,4,2969
9456AB31899,99  AV DES TILLEULS,115.82,1,Maison,113,5,2960
9471AW305,4  RUE DE BREVANNES,90.08,2,Appartement,94,4,2966
9477AS346106,3  RUE DU COLONEL FABIEN,35.62,2,Appartement,36,2,2972
9460AH1348,14  RUE DU 8 MAI 1945,18.45,1,Appartement,21,1,2964
9459AE53117,40  AV BERTRAND,111.47,2,Appartement,83,4,2970
9459AL877430,4  RES DES CHENES,58.16,2,Appartement,59,3,2970
9447AI2231,4  RUE DE SERVON,167.59,1,Maison,139,5,2971
941AC105417,31  RTE DE VILLENEUVE,78.89,2,Appartement,80,5,2969
9475AM612,52  RUE CLARA SCHUMANN,65.4,1,Appartement,66,3,2968
9471AI22333,5  ALL VAN GOGH,26.65,1,Appartement,26,1,2966
9459AL83175,35 B AV JEAN KIFFER,28.56,1,Appartement,27,1,2970
9419AN355061,3  ALL DE LA FREGATE,70.6,1,Appartement,69,3,2963
9479AH566,48  AV PASTEUR,102.99,1,Maison,86,4,2965
944AB4879,5 B PL DE LA PEUPLERAIE,62.37,1,Appartement,62,3,2961
9460AM77423,5  RUE SEBASTOPOL,45.51,2,Appartement,45,2,2964
9444AD4845,19 T AV DE MESLY,76.62,1,Maison,76,4,2967
9456AB31887,87  ALL DES ACACIAS,118.03,1,Maison,113,5,2960
9471AX30456,2  RUE DE VILLENEUVE,40.48,1,Appartement,27,2,2966
9453AD704,13  RUE D ESTIENNE D ORVES,141.8,1,Maison,107,6,2973
9444AM91134,4  RUE CLAUDE BERNARD,41.51,2,Appartement,40,2,2967
9479AK716,5  ALL DES LILAS,131.87,1,Maison,115,5,2965
9444AP42418,5  RUE JULIE-VICTOIRE DAUBIE,42.9,1,Appartement,42,2,2967
9460AL48476,109  AV DE BRETAGNE,94.69,1,Maison,81,5,2964
944AD16317,3  RUE DE PARIS,33.45,2,Appartement,35,2,2961
9478AH423,5  RUE EMILE ZOLA,47.5,2,Appartement,48,3,2959
9471AI739116,9 T RUE DES PENDANTS,81.75,2,Appartement,80,4,2966
9419AN237,4  RUE JEAN MERMOZ,62.53,1,Appartement,62,3,2963
9459AL8715,46  AV ARDOUIN,58.81,2,Appartement,54,3,2970
944AL5901,32 A RUE DE LA REPUBLIQUE,121.64,1,Appartement,100,4,2961
9460AM77417,3  RUE SEBASTOPOL,29.68,2,Appartement,29,1,2964
9477AH14030,6  AV DU MARECHAL DE TURENNE,42.35,1,Appartement,42,2,2972
9479AN861,27  AV ANDRE ROUY,46.9,1,Appartement,45,2,2965
944AH2142,7  RUE VALLOU DE VILLENEUVE,28.45,1,Appartement,28,1,2961
944AD25265,22  AV DU GAL LECLERC,67.57,1,Appartement,64,3,2961
9444AD7097,33  AV DES DEUX CLOCHERS,69.5,1,Appartement,69,3,2967
9448AN2668,24  CHE DE DERRIERE LES CLOS,27.31,1,Appartement,30,1,2976
9459AC5538,13  AV GEORGES FOUREAU,43.6,1,Appartement,43,2,2970
9479AO1094,2  BD DE STRASBOURG,26.1,1,Appartement,26,1,2965
9460AL48369,29  RUE D ANJOU,88.59,1,Maison,70,4,2964
9456AB31867,67  AV DES CHARMES,111.77,1,Maison,113,5,2960
9444AK39829,14  ALL VAN GOGH,68.87,2,Appartement,67,3,2967
9447AO438,2  RUE DE BOUSSY,38.45,2,Maison,37,2,2971
941AC105407,31  RTE DE VILLENEUVE,57.99,2,Appartement,56,3,2969
9471AD25711,53  RUE DU GENERAL LECLERC,18.52,1,Appartement,19,1,2966
9419AT9413,37  RUE ARISTIDE BRIAND,46,1,Appartement,47,2,2963
9479AK29925,1  RUE DU ONZE NOVEMBRE 1918,94.85,1,Appartement,96,4,2965
9447AO2901,20  RUE CAZEAUX,159.38,1,Maison,130,6,2971
9479AR683,22  CHE DES FECANTS,80,1,Maison,84,5,2965
9479AP24027,1  PL REMOIVILLE,28.14,1,Appartement,27,1,2965
9479AO1097,2  BD DE STRASBOURG,42.13,1,Appartement,41,2,2965
9444AC68731,3 A AV DE LA DIVISION LECLERC,88.5,1,Maison,85,4,2967
9459AL83114,35  AV JEAN KIFFER,57.8,2,Appartement,59,3,2970
9444AN27311,9001  RUE PASTEUR,42.1,2,Appartement,41,2,2967
9448AS369202,4  AV DES QUARANTE ARPENTS,58.86,2,Appartement,58,3,2976
9419AN2376,4  RUE JEAN MERMOZ,84.05,1,Appartement,80,4,2963
9475AK247266,17  AV D ATTILLY,79.26,3,Appartement,80,4,2968
9479AB16773,4  ALL PIERRE MENDES FRANCE,74.6,1,Appartement,74,4,2965
9471BC370419,8  AV DU FORT,70.8,2,Appartement,71,3,2966
9447AI3031,2  RLE A GUITARD,137.81,1,Maison,133,6,2971
941AG1288,28  ALL DES CEDRES,68.67,1,Appartement,67,4,2969
9478AH62210,158  RUE DE PARIS,61.44,2,Appartement,63,4,2959
9419AY554,23  RUE DE SUCY,16.7,1,Appartement,17,1,2963
941AC105304,31  RTE DE VILLENEUVE,56.8,2,Appartement,55,3,2969
9444AC562308,20  ALL BLAISE CENDRARS,58.04,1,Appartement,57,3,2967
9444AK20217,4  ALL AUGUSTE RENOIR,140.35,1,Maison,126,4,2967
9479AS3357,3  BD DE STRASBOURG,41.56,1,Appartement,44,2,2965
9444AC507148,7  RES LES SABLES,58.78,2,Appartement,59,3,2967
9479AS1781008,3  RUE DU GENERAL GALLIENI,26.61,2,Appartement,27,1,2965
944AB27112,7  PL DE LA PLATANERAIE,78.35,1,Appartement,77,4,2961
941AG1323,32  ALL DU BOIS,67.39,1,Appartement,67,4,2969
9444AC562710,26  PL LOUISE DE VILMORIN,55.52,1,Appartement,56,3,2967
9479AS343107,4  RUE DE LA FONTAINE,51.49,1,Appartement,52,2,2965
9452AB8114,35   GR  RUE CHARLES DE GAULLE,34.07,1,Appartement,34,2,2977
9452F3129,7  RUE DU MARECHAL VAILLANT,44.04,2,Appartement,52,3,2977
9452L20730,49  RUE PAUL BERT,28.5,1,Appartement,28,1,2977
9452D63201,6  RUE ANQUETIL,50.08,1,Appartement,50,2,2977
9480H1289,74  RUE DE LA JARRY,50.6,1,Appartement,50,3,2978
9415H1603,15 T RUE DE LA PRAIRIE,122.88,1,Maison,90,5,2979
9467K18451,56 B AV SAINTE MARIE,103.05,2,Appartement,104,4,2980
9480A1554,6  RUE DE LA PAIX,36.15,1,Appartement,37,2,2978
9480A19917,33  RUE DE MONTREUIL,77.41,2,Appartement,82,4,2978
9480F63,16  RUE DE LA MARSEILLAISE,60.76,2,Appartement,50,5,2978
9433BR111114,48  AV DE LA DAME BLANCHE,100.96,2,Appartement,100,4,2981
9452U11265,3  AV DES MERISIERS,87.78,2,Appartement,87,3,2977
9458AC995,79  AV GEORGES CLEMENCEAU,21.15,1,Appartement,18,1,2982
9467E2018,49  AV DU GEN DE GAULLE,45.01,3,Appartement,34,2,2980
9433V11418,15  RUE DE TRUCY,29.07,2,Appartement,15,1,2981
9480X17933,20  AV FRANKLIN ROOSEVELT,39.95,1,Appartement,34,2,2978
9452Y1061265,24  AV CHARLES V,74.36,2,Appartement,74,3,2977
9480Q101111,21  RUE MASSUE,45.71,2,Appartement,45,2,2978
9433U2201,53  AV DE STALINGRAD,52.05,1,Appartement,50,3,2981
9415AC44477,20  RUE DES COUDRAIS,117,1,Appartement,121,6,2979
9480L1572040,32  BD DE LA LIBERATION,31.75,2,Appartement,32,1,2978
9480E1043,78  RUE DE FONTENAY,48.12,1,Appartement,38,3,2978
9452R341,4  AV DES MARRONNIERS,111.53,1,Appartement,111,5,2977
9480X16312,12  AV FRANKLIN ROOSEVELT,87.74,3,Appartement,30,2,2978
9433Z247101,5  RUE MIRABEAU,64.06,2,Appartement,63,3,2981
9433C46118,107  RUE LA FONTAINE,17.01,1,Appartement,18,1,2981
9458AI3916,21  QUAI DE CHAMPAGNE,12.79,1,Appartement,13,1,2982
9467C5120,7  RUE POIRIER,61.1,2,Appartement,65,3,2980
9480X1687,16  AV DU GAL DE GAULLE,146.82,1,Appartement,150,5,2978
9458AM892,79  AV PIERRE BROSSOLETTE,40.43,1,Appartement,39,1,2982
9467J10226,15  RUE CDT RENE MOUCHOTTE,115.24,2,Appartement,116,5,2980
9417AF664,7 B RUE ROBESPIERRE,22.21,1,Appartement,24,1,2983
9480I5622,27  AV PAUL DEROULEDE,25.14,1,Appartement,20,1,2978
9467C8455,15  AV DU GEN DE GAULLE,95.9,1,Appartement,94,4,2980
9480A1571,4  RUE DE LA PAIX,45.88,1,Appartement,49,3,2978
9467J17495,36  AV ALPHAND,47.24,1,Appartement,47,2,2980
9458H1299,61  BD DE L ALSACE LORRAINE,25.17,1,Appartement,28,3,2982
9467A621,6  RUE DES VALLEES,34.71,2,Appartement,40,2,2980
9467K662,3  AV DAUMESNIL,148.8,1,Appartement,147,6,2980
9480Q958,7  RUE DE L EGALITE,16.37,1,Appartement,17,1,2978
9467J9522,94  AV DU GEN DE GAULLE,32.87,1,Appartement,33,2,2980
9458AB1008,3 B RUE DE L ORAGE,41.11,1,Appartement,41,2,2982
9452D8354,14  AV DU MARECHAL FAYOLLE,62.95,2,Appartement,64,3,2977
9433BO8712,53  RUE DU CLOS D ORLEANS,40.02,2,Appartement,37,2,2981
9458Q156116,13  RUE DE L'EMBARCADERE,86.82,1,Appartement,86,4,2982
9458E9841,13  AV PRESIDENT ROOSEVELT,29.02,1,Appartement,38,1,2982
9458AF2940,3  RUE DES FRATELLINI,20.9,2,Appartement,20,2,2982
9458AR131202,15  AV DU GENERAL DE GAULLE,86.25,2,Appartement,90,4,2982
9480V1257048,11  ALL NICEPHORE NIEPCE,49.67,2,Appartement,48,2,2978
9480M658,5  RUE DES SABOTIERS,63.72,2,Appartement,63,3,2978
9417AS5735,196  RUE DIDEROT,74.04,2,Appartement,73,4,2983
9480H1213,5  VLA GEORGES SERRE,61.57,1,Appartement,62,4,2978
9480X18016,15  RUE DES VIGNERONS,17.1,1,Appartement,20,1,2978
9433BQ5011,73  RUE PASTEUR,28.8,2,Appartement,35,2,2981
9452AG1408,6  RUE PASTEUR,22.23,1,Appartement,24,1,2977
9458Q1051039,150  AV DU 8 MAI 1945,72.04,1,Appartement,75,3,2982
9467C41130,1  AV DU GEN DE GAULLE,17.02,1,Appartement,13,1,2980
9480E13221,26  RUE DIDEROT,62.41,2,Appartement,63,3,2978
9433BN22710,21  RUE LEGRAND,28.15,1,Appartement,21,1,2981
9417L1061,26  RUE DE PATAY,110.45,1,Maison,80,2,2983
9467F1410,24  RUE ALLARD,32.05,1,Appartement,29,2,2980
9452AE5239,3  RUE PAUL BERT,47.61,1,Appartement,47,2,2977
9458AB10025,3 B RUE DE L ORAGE,22.54,1,Appartement,25,1,2982
9458M4125,46  RUE D AVRON,69.5,2,Appartement,69,3,2982
9458Q156304,9  RUE DE L'EMBARCADERE,43.05,1,Appartement,43,2,2982
9480C13321,19  RUE MIRABEAU,59.6,2,Appartement,60,3,2978
9458Q141175,1  RUE DU CANOTAGE,29.26,1,Appartement,29,1,2982
9433AV1179,6  RUE MAUCONSEIL,52.07,1,Appartement,28,2,2981
9480R97111,30  RUE FAYS,116.3,2,Appartement,116,4,2978
9452AB2914,17   GR  RUE CHARLES DE GAULLE,35.86,2,Appartement,36,2,2977
9452T70505,40  AV CHARLES V,43.06,1,Appartement,43,2,2977
9433AC1361,29  RUE DENIS PAPIN,22.69,1,Appartement,23,1,2981
9480D249103,17  RUE CREBILLON,74.23,2,Appartement,76,4,2978
9467J17219,34  RUE CDT RENE MOUCHOTTE,107.4,2,Appartement,100,5,2980
9458U216,72 B AV LEDRU ROLLIN,49.83,2,Appartement,51,3,2982
9415AK317112,9001  RUE DU 2 DECEMBRE 1870,60.03,2,Appartement,62,3,2979
9480E388,84  RUE DE FONTENAY,26.3,1,Appartement,25,1,2978
9458AT2617,5  AV DU MARECHAL JOFFRE,24.65,2,Appartement,25,1,2982
9417AM15229,99 B RUE DIDEROT,52.76,2,Appartement,51,3,2983
9417AZ85129,28 B RUE DE MUSSELBURGH,72.2,2,Appartement,69,4,2983
9458AN115,22  BD DE LA LIBERTE,41.48,2,Appartement,38,2,2982
9458AT2610,5  AV DU MARECHAL JOFFRE,24.54,2,Appartement,25,1,2982
9417G2025,35  AV DU GENERAL DE GAULLE,32.29,1,Appartement,32,2,2983
9458Q5355,2  RUE DU CANOTAGE,69.34,1,Appartement,70,3,2982
9417CV2791207,9001  CLOS DES PERROQUETS,80.01,1,Appartement,81,4,2983
9417H204233,98  AV DU GENERAL DE GAULLE,72.59,2,Appartement,72,5,2983
9467H6818,4  RUE GRANDVILLE,67.68,1,Appartement,66,3,2980
9480S811,6  RUE CHARLES MARINIER,60.37,2,Appartement,45,2,2978
9480R761,32  RUE MASSUE,34.34,1,Appartement,33,2,2978
9480V12512035,40  RUE DES VIGNERONS,39.27,2,Appartement,39,1,2978
9417H204159,98  AV DU GENERAL DE GAULLE,49.03,2,Appartement,48,3,2983
9480U13010,52  AV DE PARIS,22.61,2,Appartement,22,2,2978
9480H12161,82  RUE DE LA JARRY,50.33,1,Appartement,50,3,2978
9480V89127,18  RUE DES VIGNERONS,20.57,1,Appartement,21,1,2978
9417BL1810,109  AV DU GENERAL LECLERC,69.1,2,Appartement,72,4,2983
9480L667,5 B RUE FELIX FAURE,55.14,1,Appartement,50,2,2978
9417AR178,7  VLA GALLIENI,66.29,1,Appartement,66,4,2983
9417BU1616,17  RUE DU PANORAMA,92.4,1,Maison,96,5,2983
9480J9810,13  RUE DES POMMIERS,67.03,2,Appartement,66,4,2978
9480H15710,17  RUE DE LA RENARDIERE,31.65,2,Appartement,32,2,2978
9480R5823,28  RUE GEORGES HUCHON,45.7,2,Appartement,60,3,2978
9480I105131,2  PL DIDEROT,50.03,2,Appartement,52,3,2978
9433X3144,79  RUE EUGENE MARTIN,101.51,1,Appartement,105,3,2981
9415AC286,18  RUE DES MOINES ST MARTIN,109.4,1,Maison,102,4,2979
9415AN324366,181  BD PASTEUR,67.93,2,Appartement,72,4,2979
9433R1468,8  VLA DES FRENES,49.9,2,Appartement,50,2,2981
9452K15714,41  RUE AMIRAL COURBET,33.05,2,Appartement,32,2,2977
9452L20817,19  RUE BRILLET,96.04,2,Appartement,96,4,2977
9415V1816,142  AV DU GENERAL LECLERC,27.85,1,Appartement,27,1,2979
9417CV279823,9001  CLOS DES PERROQUETS,28.37,2,Appartement,28,1,2983
9433BS8318,26  AV DE LA DAME BLANCHE,139.31,2,Appartement,141,4,2981
9480D594,60  RUE DE STRASBOURG,57.22,1,Appartement,57,3,2978
9480N9733,35  AV GABRIEL PERI,61.25,1,Appartement,54,3,2978
9467J931,90  AV DU GEN DE GAULLE,34.89,2,Appartement,23,2,2980
9467F2021,16  RUE ALLARD,14.68,1,Appartement,25,1,2980
9480G1753,112  BD DE LA LIBERATION,53.04,2,Appartement,47,3,2978
9452AE918,1  RUE JULES FERRY,46,1,Appartement,44,3,2977
9433AD406209,10  RUE DANIELLE CASANOVA,75.01,2,Appartement,76,4,2981
9452AE3461,1 B RUE BAUYN DE PERREUSE,33.52,1,Appartement,33,1,2977
9433BD641,23  RUE MAUCONSEIL,66.02,3,Appartement,66,4,2981
9433AV12212,14  RUE MAUCONSEIL,39.08,1,Appartement,40,3,2981
9452F351,3  RUE DU MARECHAL VAILLANT,26.97,2,Appartement,34,1,2977
9452AB19241,16   GR  RUE CHARLES DE GAULLE,65.83,2,Appartement,66,3,2977
9458U316,1  RUE DE LA STATION,37.06,2,Appartement,38,2,2982
9480X6316,20  RUE LOUIS BESQUEL,93.26,2,Appartement,96,4,2978
9480L1573045,28  BD DE LA LIBERATION,54.49,2,Appartement,55,2,2978
9458J1621,118  RUE DE LA PAIX,86.57,5,Appartement,70,4,2982
9480A15715,4  RUE DE LA PAIX,52.27,1,Appartement,53,3,2978
9480R4712,15  RUE GEORGES HUCHON,52.71,2,Appartement,51,2,2978
9480A25745,174  RUE DE FONTENAY,33.77,2,Appartement,33,1,2978
9480P606,30  AV DE LA REPUBLIQUE,57.05,1,Appartement,53,3,2978
9467G6718,2 B RUE DE L ABBE POUCHARD,30.27,2,Appartement,29,1,2980
9458N110,46  RUE DE LA GAITE,47.39,3,Appartement,47,2,2982
9452AB247,12  BD DE STRASBOURG,78.02,1,Appartement,78,4,2977
9480U3757,36  RUE JEAN MOULIN,16.38,1,Appartement,15,1,2978
9480B334,14  RUE DU MIDI,47.3,1,Appartement,48,3,2978
9433BT12726,73 T RUE MARCEL ET JACQUES GAUCHER,43.72,2,Appartement,40,2,2981
9452AG2512,5  RUE PASTEUR,14.54,1,Appartement,15,1,2977
9467G15813,14  RUE GUYNEMER,160.04,1,Appartement,86,4,2980
9458U146,72  AV LEDRU ROLLIN,22.44,1,Appartement,24,2,2982
9452F3125,7  RUE DU MARECHAL VAILLANT,49.33,3,Appartement,50,2,2977
9458C782,89  AV LAMARTINE,76.64,2,Maison,85,3,2982
9415J10012,17  BD GALLIENI,104.94,1,Maison,105,5,2979
9480J5830,137  RUE DEFRANCE,94.46,1,Appartement,43,2,2978
9480T7221,11  AV DE LA REPUBLIQUE,32.75,2,Appartement,33,3,2978
9467C3313,5 B AV FOCH,3.45,2,Appartement,90,4,2980
9480E3816,84  RUE DE FONTENAY,23.7,1,Appartement,22,1,2978
9480L150174,58  RUE DEFRANCE,28.22,2,Appartement,26,1,2978
9480A426,56  RUE DE LA PAIX,17.8,2,Appartement,17,2,2978
9433AY1322,36  RUE JULES FERRY,33,1,Appartement,30,2,2981
9467E635,2 B PL CHARLES DIGEON,75.6,1,Appartement,77,3,2980
9452G183313,44  RUE DES HEROS NOGENTAIS,45.86,2,Appartement,48,3,2977
9467D829,17  AV GAMBETTA,79.86,2,Appartement,75,3,2980
9458T2620,19  RUE DE LA STATION,24,2,Appartement,23,1,2982
9417J13413,204  BD DE STALINGRAD,36.52,1,Appartement,38,2,2983
9433BU47101,3  AV DU PT ROOSEVELT,62.11,2,Appartement,66,2,2981
9417AZ23122,30  RUE DE MUSSELBURGH,90.54,2,Appartement,90,4,2983
9480B30231,10  RUE DAUMESNIL,20.93,2,Appartement,25,1,2978
9480N9752,35  AV GABRIEL PERI,62.39,2,Appartement,59,3,2978
9467J3823,46  AV SAINTE MARIE,51.5,2,Appartement,52,2,2980
9458AC46108,2  RUE DE LA STATION,51.44,2,Appartement,55,3,2982
9417CX11944,29  AV DE BEAUREGARD,76.38,1,Maison,76,4,2983
9452A12114,4  AV MARECHAL LYAUTEY,55.1,2,Appartement,56,3,2977
9480D3711,3  RUE CREBILLON,77.5,1,Appartement,50,3,2978
9433BF2443,9  RUE DE LA PLANCHE,52.48,3,Appartement,49,3,2981
9467E165,10  RUE DU LAC,52.04,1,Appartement,45,3,2980
9415U67229,29  QUAI LOUIS FERBER,28.17,1,Appartement,29,1,2979
9467H703,27  RUE JEANNE D ARC,41.95,1,Appartement,38,3,2980
9458AP84111,13  BD FOCH,53,2,Appartement,56,2,2982
9467C9111,21  AV DU GEN DE GAULLE,108.04,1,Appartement,49,3,2980
9417BJ6364,9  RUE KARL MARX,58.6,2,Appartement,58,3,2983
9480F669,15  RUE DE LA JARRY,38.38,1,Appartement,35,2,2978
9458AJ728,67  AV DU MARECHAL JOFFRE,86.86,1,Appartement,87,3,2982
9467F5515,56  AV DU GEN DE GAULLE,70.1,3,Appartement,86,4,2980
9480I12319,199  RUE DIDEROT,19.54,2,Appartement,18,1,2978
9452AG1471,9  RUE DAGOBERT,45.05,2,Appartement,44,2,2977
9417BG202,56  RUE ALBERT THOMAS,209.87,1,Appartement,90,3,2983
9417H20455,98  AV DU GENERAL DE GAULLE,50.03,2,Appartement,48,3,2983
9433X4721,30  RUE EMILE BOUTRAIS,61.43,2,Appartement,59,3,2981
9433X4727,30  RUE EMILE BOUTRAIS,58.67,2,Appartement,59,3,2981
9452AE1033,4  RUE ANDRE PONTIER,27.86,1,Appartement,28,1,2977
9480V2521,62  AV DES MINIMES,64.52,1,Appartement,64,3,2978
9480A18011,48  AV DE LA REPUBLIQUE,44.72,3,Appartement,39,3,2978
9458Q53103,2  RUE DES BATELIERS,48.86,1,Appartement,49,2,2982
9458AP12616,108  AV PIERRE BROSSOLETTE,47.72,2,Appartement,45,3,2982
9458AE315,103  AV DU GENERAL DE GAULLE,61.95,1,Appartement,78,2,2982
9417BG792,11  RUE DU MONUMENT,137.68,1,Maison,130,6,2983
9452AD1161018,4  RUE PAUL DOUMER,70.56,1,Appartement,71,3,2977
9452J21511,83  BD DE STRASBOURG,32.44,3,Appartement,32,1,2977
9433AP74786,112  AV DU MARECHAL JOFFRE,47.67,1,Appartement,47,2,2981
9480U263,21  RUE DU DOCTEUR LEBEL,48.23,1,Appartement,46,2,2978
9467H9824,14  RUE DE L EPINETTE,66.84,1,Appartement,65,3,2980
9458AO19117,78  AV PIERRE BROSSOLETTE,47.95,1,Appartement,46,2,2982
9480J102110,188  RUE DE LA JARRY,61.24,2,Appartement,57,3,2978
9452O14724,78  BD GAMBETTA,83.13,2,Appartement,87,3,2977
9480I392,37  RUE DE LA BIENFAISANCE,71.92,1,Appartement,70,3,2978
9480G39103,62  RUE DIDEROT,48.4,1,Appartement,50,2,2978
9480Q4112,6  RUE RENON,77.11,3,Appartement,94,3,2978
9480K1310208,8  RUE DES POMMIERS,48.16,2,Appartement,47,2,2978
9480B9211,74 B RUE DE MONTREUIL,41.34,6,Appartement,60,3,2978
