id_bien,adresse,surf_carrez,nb_lot,type_local,surf_reelle,nb_piece,idcom
1350B147822,190 A RUE CENTRALE,50.42,1,Appartement,52,2,1
1103A30212,347  RUE DU CHATEAU,48.22,2,Appartement,48,3,2
1103B8899,17  LOT LES JARDINS DE CHEVRY,30.23,1,Appartement,30,1,2
1103B135443,77  RUE LA PIECE,123.16,1,Maison,118,5,2
1103B99721,711  RUE DES MORAINES,42.92,2,Appartement,41,2,2
1143AK563146,58  AV DU MONT BLANC,130.8,2,Appartement,130,6,3
1143H44214,1403  RUE JEAN DE GINGINS,93.23,3,Maison,96,4,3
1143AE5639,44  ALL DU SQUARE DE LAUSANNE,88.11,1,Appartement,88,4,3
1143AH197100,90  RUE DE LAUSANNE,135.68,3,Appartement,133,4,3
1143AX22886,786  AV DES VOIRONS,46.05,1,Appartement,46,2,3
1143H25410,47  CHE DES ECOLIERS,51.7,2,Appartement,42,2,3
1143AS9127,114  RUE DU CONTE DES PERMISSIONS,58.62,1,Appartement,63,2,3
1143B22649,28  CHE DU PEUDEX,67.33,1,Appartement,63,3,3
1143AT5012,644  RUE D ARBERE,96.46,1,Maison,96,5,3
1143AE44214,96  RUE DU JURA,90.4,2,Appartement,90,4,3
1143AK4310,152  GR GRANDE RUE,50.11,1,Appartement,35,1,3
1288C230711,140  RUE DE L'ABBE JOLIVET,109.22,1,Maison,109,5,4
1288F26054,276  RTE DE POUGNY,35.6,1,Appartement,36,2,4
133AE44031,39  RUE BUFFON,108.65,2,Appartement,91,4,5
133AI126213,3  RUE TURENNE,82.6,2,Appartement,84,4,5
133AL35,86  RUE DE LA REPUBLIQUE,38,1,Appartement,39,1,5
133AL611,24  RUE LAMARTINE,47.65,3,Appartement,62,3,5
133AL740141,60  RUE DE SAVOIE,75,1,Appartement,74,4,5
133AI46611,198  RTE DE VOUVRAY,62.38,1,Appartement,63,3,5
133AI46621,198  RTE DE VOUVRAY,92.04,1,Appartement,100,4,5
133AI46379,392  RTE DE VOUVRAY,81.24,1,Appartement,83,4,5
133AL74077,8  RUE GEORGES MARIN,69.66,1,Appartement,69,3,5
133AD277216,54  RUE ANTOINE JACQUET,88.83,1,Appartement,88,4,5
133AC27258,1  RUE JOLIOT CURIE,56.65,1,Appartement,56,2,5
13391AC35829,76  RUE COLONEL XAVIER RENDU,54.7,1,Appartement,54,2,5
133AH21319,35  RUE BUFFON,70.15,2,Appartement,69,3,5
133AL10233,20  RUE PARMENTIER,57.23,1,Appartement,56,2,5
133AO1092,38 B RUE JOSEPH MARION,61.89,1,Appartement,60,3,5
13318AB21913,22  RUE DE L AVENIR,89.2,2,Appartement,89,5,5
133AI12617,7  RUE TURENNE,28.8,2,Appartement,40,1,5
133AL74056,6  RUE GEORGES MARIN,68.92,1,Appartement,68,3,5
133AC137309,1  ALL ALBERT CAMUS,58.3,1,Appartement,59,2,5
1138AP35750,28  AV JEAN FALCONNIER,31.65,1,Appartement,32,2,6
1138AO29,4  RUE DE LA MAIRIE,35.86,1,Appartement,50,3,6
1138AS3301,9  RUE DES FRERES SERPOLLET,53.81,1,Appartement,53,3,6
1354BH7911,8  RUE DE GENEVE,52.58,1,Appartement,52,2,7
1354AX8304,2  RUE DU RECULET,58.71,1,Appartement,60,2,7
1354AB38721,226  ALL DES CAPUCINES,117,1,Maison,117,5,7
1354BC10841,2  RUE DU JURA,84.24,1,Appartement,83,3,7
1354BD33812,132  ALL DES HETRES,131.91,1,Appartement,133,4,7
1354AX158211,10  RUE DES HAUTAINS,112.3,1,Appartement,112,5,7
1354AX1121,2  RUE DE CHAMP FUSY,30.62,2,Appartement,31,1,7
1354BD29719,53  ALL DES PRUNUS,165.92,1,Appartement,166,5,7
1354AX1635,33  RUE DE GENEVE,53.43,1,Appartement,56,3,7
1354AX7515,3 A RUE GEORGES CHARPAK,47.6,1,Appartement,49,2,7
1354BD2538,461  RUE JEAN-JACQUES ROUSSEAU,132.16,1,Appartement,131,5,7
1354AX262,34  RUE DES ECOLES,138.05,1,Maison,101,5,7
1354AX8135,16  RUE DES HAUTAINS,52.58,1,Appartement,58,2,7
1354BD22917,181  RUE PARC JEAN MONNET,133.24,1,Appartement,133,4,7
1354AX158213,10  RUE DES HAUTAINS,111.06,1,Appartement,112,5,7
1354BD29717,53  ALL DES PRUNUS,166.98,1,Appartement,166,5,7
1283AN149169,79  CRS DE VERDUN,138.03,2,Appartement,137,5,8
1283AB59213,10  RUE AMPERE,68.11,1,Appartement,67,2,8
1283AL7311,14  RUE CASTELLION,88,1,Appartement,92,3,8
1283AH59628,1  ESPA CHARLES DE GAULLE,64.44,3,Appartement,64,3,8
1283AE33613,12  RUE DU MURET,22.2,1,Appartement,30,1,8
1357AB28811,77 B RUE DU COMMERCE,42,1,Appartement,43,2,9
1173AM11110,240  RUE DE PRE BAILLY,45.36,2,Appartement,45,2,10
1173AC3461,6  RUE DES USINIERS,45.54,1,Appartement,45,1,10
1173AP7306,812  RUE DES VERTES CAMPAGNES,164.18,1,Maison,160,6,10
1173AK16451,377  RUE DES ABATTOIRS,88.7,1,Appartement,87,4,10
1173AI2401,27  RLE DE L EGLISE,46.12,1,Appartement,53,3,10
1173AM30140,242  RUE DE PRE BAILLY,50.33,2,Appartement,50,2,10
1173AH13124,256  AV DE BELLE FERME,34.56,1,Appartement,34,2,10
1173AH13131,256  AV DE BELLE FERME,55.4,1,Appartement,55,3,10
1173AC723,68  RUE DES USINIERS,61.54,1,Appartement,68,4,10
1173AI41331,18  AV FRANCIS BLANCHARD,51,1,Appartement,54,2,10
1173AP7332,242  RUE DES VERTES CAMPAGNES,92.45,1,Appartement,105,3,10
1173AM63105,346  RUE DE PRE BAILLY,68.45,2,Appartement,68,3,10
1173AM6350,348  RUE DE PRE BAILLY,77.86,2,Appartement,77,4,10
1173AI6543,170  RUE DES TERREAUX,32.6,1,Appartement,33,2,10
14AO5393,59  RUE ALEXANDRE BERARD,164.87,1,Appartement,143,6,11
14BP106418,54  RUE MARCEL DEMIA,68.23,1,Appartement,68,3,11
14BM705,29  RUE REINE CLOTILDE,54.84,2,Appartement,62,2,11
14AP96362,25  RUE DE LA COMMUNE 1871,70.1,2,Maison,68,3,11
14BD312101,60  ALL DES FRERES CAUDRON,50.64,1,Appartement,51,2,11
14AO10465,13  RUE JEAN MONNET,54.65,1,Appartement,55,2,11
14BR44326,2  RUE DE LA BATISSE,81.15,2,Appartement,81,3,11
14AO7391,72  RUE DE LA REPUBLIQUE,35.59,1,Appartement,33,2,11
14AW33310,36  RUE DES APOTRES,74.72,1,Appartement,79,2,11
14AO105710,54 B RUE ARISTIDE BRIAND,70.45,1,Appartement,75,3,11
14BT370136,78  AV DU GEN SARRAIL,92.47,1,Appartement,92,5,11
171AT26747,282  CHE DES LONGES RAYES,42.2,2,Appartement,42,2,12
171AB221,77 J LOT CLOS CHAMP VRILLARD,105.68,1,Maison,143,6,12
171AW8423,120 B CHE DU MARTINET,67.94,2,Appartement,67,3,12
171AW8424,120 B CHE DU MARTINET,68.08,2,Appartement,67,3,12
171AA10218,67  RTE DE GENEVE,42.01,1,Appartement,42,2,12
171AT26730,282  CHE DES LONGES RAYES,42.59,2,Appartement,42,2,12
1396AD1514,54  GR GRANDE RUE,68.11,1,Appartement,65,3,13
1160AE511,1  RUE DE GEX,82.59,1,Appartement,75,3,14
1160AE3521129,80  RUE DE MEYRIN,63.58,3,Appartement,63,3,14
1160AI495128,1  AV DU BIJOU,71.08,2,Appartement,71,3,14
1160AD1541,58  CHE DE LA PLANCHE BRULEE,97.03,1,Maison,101,4,14
1160AD78402,91  CHE DE LA PLANCHE BRULEE,133.77,2,Appartement,120,4,14
1160AE3521423,84  RUE DE MEYRIN,63.45,3,Appartement,63,3,14
1160AD105148,26  CHE DE LA PLANCHE BRULEE,66.95,2,Appartement,67,3,14
1160AM47020,30  RUE DE VERSOIX,74.85,3,Appartement,75,3,14
1160AD9727,40  RUE VICTOR HUGO,83.82,1,Maison,80,4,14
1160AK223109,38  AV DE VESSY,56.96,1,Appartement,57,2,14
1160AE3521101,80  RUE DE MEYRIN,63.54,3,Appartement,63,3,14
1160AO45141,48  RUE DE GENEVE,114.17,2,Appartement,115,4,14
1160AE419131,4  IMP DU PEGAN,36.21,1,Appartement,36,1,14
1160AM518116,17  AV DES ALPES,95.66,2,Appartement,106,5,14
1160AM517420,16  AV DU JURA,2.36,1,Appartement,2,0,14
1160AE3521307,86  RUE DE MEYRIN,63.27,3,Appartement,63,3,14
1399AA3372,329  RUE DES CARPIERES,24.8,1,Appartement,25,1,15
1399AD42,663  RTE BLANCHE,84.97,2,Appartement,88,3,15
1399AK80105,183  RUE DU VIEUX BOURG,45.12,2,Appartement,30,1,15
1202F40560,369  AV CHARLES DE GAULLE,52.6,1,Appartement,52,2,16
1202F98046,79  GR GRANDE RUE DE BULLIEZ,70.09,2,Appartement,74,3,16
1202A15001,956  RTE DE BOURG,94.09,1,Maison,88,2,16
1202AC78219,5  PL DE L EGLISE,37.63,2,Appartement,39,2,16
1202AC16324,44  RUE PASTEUR,71.29,2,Appartement,71,3,16
1202F6337,399  RUE DU COTEILLON,103.62,1,Maison,88,4,16
1204300AI434,154  RUE SUR LA VIGNETTE,91.69,1,Appartement,88,3,17
134BK72,269  CHE DE CHARIGNIN,62.03,1,Appartement,64,3,18
134AH17224,3  RUE STE MARIE,72.75,2,Appartement,73,4,18
134A189514,386  CHE DES SOUPIRS,63.17,2,Appartement,63,3,18
134AS248122,150  RUE DE LA REPUBLIQUE,38.67,2,Appartement,39,2,18
134AS26055,5001  ALL HONORE DE BALZAC,82.37,1,Maison,80,4,18
134AS18325,99  RUE DE L AMITIE,78.54,1,Appartement,77,4,18
134AK3803,13  PL DES FOURS,117.63,1,Appartement,117,5,18
134A27822,67  RTE DE CHAVORNOD,57.5,3,Appartement,58,3,18
1281AH574,322  RUE DE BRETIGNY,112.93,1,Maison,109,4,19
1281AO29019,148  IMP DU SAUGY,70.53,3,Appartement,71,3,19
1281AH541,322  RUE DE BRETIGNY,90.33,1,Maison,90,4,19
1281AE1121,223  RUE DES PRALETS,113.52,1,Appartement,113,4,19
1281AO2907,195  IMP DU SAUGY,102.52,1,Maison,103,4,19
1148AC542,8  RUE DE LA BIENNE,200,1,Appartement,121,4,20
1313AY3754,211  RUE CHANTEPIE,44.48,1,Appartement,45,2,21
1313AP75941,102  MAIL DU NEUTRINO,95.43,1,Maison,95,4,21
1313251BE13297,94  ALL SIMON VAN DER MEER,87.38,1,Appartement,89,4,21
1313AP75924,103  MAIL DU NEUTRINO,110.13,1,Maison,110,5,21
1313AP75306,33  MAIL DU NEUTRINO,71.43,1,Appartement,70,3,21
1313AN13944,247  CHE DE PRE DE PLANCHE,73.77,2,Maison,77,4,21
1313251BI634,4  CHE DU MARAIS,85.12,1,Appartement,82,4,21
160AC36815,25  RUE DE LA ROCHE SAMUEL,64.21,1,Appartement,63,2,22
1363AB391,6   DE LA TOUR,76.7,1,Appartement,90,4,23
1269AB84146,3  RUE DU DOCTEUR GREZEL,107.61,1,Appartement,106,5,24
1269AB52410,7  RUE DU DOCTEUR GREZEL,45.5,3,Appartement,40,2,24
1345AD44158,28  RUE DU DOC CHARCOT,42.78,1,Appartement,43,2,25
1419BR14538,312  RUE DES TERRASSES,124.55,1,Maison,120,5,26
1419BR1005,88  RUE DU PETIT CHAMP,99.13,1,Maison,102,4,26
1419BO52112,27  RUE DES VERGERS,43.42,2,Appartement,43,2,26
1419BO5245,75  RUE DES VERGERS,56.02,1,Appartement,56,3,26
1419BV33102,6066  RUE DES BATTOIRS,69.65,2,Appartement,69,3,26
1419BR1261,20   HAMEAU DES CHENES,101.52,1,Maison,102,6,26
1419BV33101,6066  RUE DES BATTOIRS,59.67,2,Appartement,59,2,26
1419AM443,62  CHE DU PONT DE GREMAZ,68.69,2,Appartement,65,3,26
131AP3171,1  RUE GERARD DE NERVAL,70.78,2,Appartement,68,3,27
131AN920,86  RUE GUSTAVE EIFFEL,46.68,1,Appartement,46,2,27
1185B105420,115  RUE MASONOD,77.3,2,Appartement,75,4,28
1210D61967,541  RUE DES MONTS JURA,51.99,2,Appartement,56,2,29
1210D624605,40  IMP DES PISTES,21.48,1,Appartement,21,2,29
1436B2393,8  RTE DE DIVONNE,134.17,1,Appartement,136,4,30
1192AI20012,250  RUE DES FRENES,83.6,1,Maison,83,4,31
1153AD1075,923  RTE DE MURY,99.39,1,Maison,86,4,32
1153AS711,88  RUE DE LA PIERRE,222.97,1,Maison,170,3,32
1435AI16211,27  RTE DE CESSY,85.12,2,Appartement,85,4,33
1390B2513,1143  RUE CLAIRES FONTAINES,43.23,1,Appartement,43,2,34
1390B157722,15  CHE DU LAVOIR,32.27,2,Appartement,32,2,34
1109F366,91   GRAND' RUE,295.21,1,Appartement,190,6,35
179B4601,232  RUE DE LA ROCHETTE,127.2,2,Appartement,127,4,36
1199AH2114,9  RUE DE LA FLAUDIERE,65.29,1,Appartement,74,3,37
1199AH8311,4  PL DE L HOTEL DE VILLE,44.24,2,Appartement,48,2,37
1240AB1882,5186   MATAFELON,42.89,2,Appartement,32,2,38
1187F56317,5208   LE BULOZ,35.3,2,Appartement,35,3,39
114AM2285,47  RUE DU CHANE,48.38,1,Appartement,48,2,40
1224A283022,231  RUE DE LA RABOUDIERE,71.8,1,Appartement,71,3,41
1247B1481216,5245   LES MARS,30.98,2,Appartement,22,2,42
1401C769,35  RUE DES PRELES,87.23,1,Appartement,87,4,43
1401C22842,72  CHE DES COLLINES,105.12,3,Maison,106,4,43
1158B1531,780  RUE DE LA REPUBLIQUE,135.89,1,Appartement,60,2,44
1135B4801,71  CHE DE LA PRALAY,58.13,1,Appartement,65,2,45
1443BC4749,46  AV DES NATIONS,38.67,1,Appartement,39,2,46
1244C14321,13  RUE DE LAYE,120.5,1,Maison,110,5,47
1244G265510,2  RUE DE LYON,65.82,1,Appartement,65,3,47
1258A7193,151  RTE DE BELLEVILLE,86.8,1,Appartement,90,3,48
1262AB854,9  RUE NEUVE,41.82,1,Appartement,47,1,49
1194AD13926,768  RUE EDOUARD HERRIOT,56.63,1,Appartement,56,2,50
130AA1401,172  RUE HECTOR BERLIOZ,79.06,1,Appartement,77,3,51
1142AC6449,1172  RTE DE GENEVE,38.43,1,Appartement,44,3,52
1248AE15230,62  CHE DU BONATIER,85.95,1,Appartement,85,4,53
1450A63211,40  MTE DES CANNES,48.42,1,Appartement,48,2,54
2173AO32128,12  RUE LUCIEN QUITTELIER,80.87,1,Maison,82,4,55
2173BN87,20 G RUE DES OEUVRES DE CHINE,92,1,Maison,80,4,55
2173AK2153,1  PL BOUZIER,60.05,1,Appartement,62,3,55
2408AS12213,27  RUE FERNAND THUILLART,165.11,4,Appartement,156,6,56
2408AV80428,1  RUE CONDORCET,71.5,1,Appartement,72,4,56
2408AC3163,15  RUE DU REMPART SAINT REMY,82.54,1,Appartement,82,3,56
2408AP723,11  RUE BONNOT,39.97,3,Appartement,41,2,56
2408AC1695,13  RUE PAUL DOUMER,31.6,1,Appartement,40,2,56
2408AB1353,13  RUE VINCHON,73.5,1,Appartement,65,3,56
2408AC1992,15  RUE DU CHANGE,23.82,2,Appartement,30,1,56
2408AC1692,13  RUE PAUL DOUMER,37.3,1,Appartement,40,2,56
2408AC1694,13  RUE PAUL DOUMER,49.1,1,Appartement,53,2,56
2408AE381,27  RUE CARLIER HENNECART,30.94,1,Appartement,31,1,56
2408BR13775,9001  RUE JEAN DE LA FONTAINE,65.66,1,Maison,67,3,56
2408BR13760,27  RUE JEAN RACINE,27.19,1,Appartement,27,1,56
2408AC2641,10  PL DU MARCHE,46.92,1,Appartement,53,2,56
2408BT258107,32  RUE DE LA LINOTTE,78.3,1,Maison,82,4,56
2408AV80430,1  RUE CONDORCET,88.5,1,Appartement,90,5,56
2408AC1597,1  RLE DES NEUFLIERS,24.05,1,Appartement,27,1,56
2408AV80426,1  RUE CONDORCET,89,1,Appartement,90,5,56
2408AC2565,30  RUE SERURIER,23.86,1,Appartement,27,1,56
2408BT25853,32  RUE DE LA LINOTTE,47.44,1,Appartement,48,2,56
2408BT258102,32  RUE DE LA LINOTTE,80.14,1,Maison,90,4,56
2408BT25824,32  RUE DE LA LINOTTE,53.42,1,Appartement,53,3,56
2408AE24322,4  RUE DE LA CONGREGATION,28.13,1,Appartement,29,1,56
2408CK3182,21  RUE AMPERE,88.14,1,Maison,119,4,56
2408AN473,3  AV CARNOT,77.91,1,Appartement,76,3,56
2408AC2563,30  RUE SERURIER,26.4,1,Appartement,27,1,56
2304AE37527,2  RUE MAZIN,146.68,1,Appartement,158,4,57
2755AB782,30  RUE DE L EGLISE,92.54,1,Maison,92,4,58
2680AN1147,16  RUE DE MONTEVIDEO,25,1,Appartement,64,3,59
2738AB4652,108  BD GAMBETTA,148.41,1,Appartement,155,5,60
2318B12813,9003  RUE ROBERT GODARD,66.36,1,Appartement,67,3,61
2691AH15,2  RUE DE LA SELLERIE,119.4,1,Appartement,122,4,62
2691AD372106,1  RUE D ISLE,33.49,2,Appartement,32,1,62
2691AB997,23  RUE DU GOUVERNEMENT,96.4,1,Appartement,127,4,62
2691AS30234,15  RUE VARLET,53.22,1,Appartement,52,2,62
2722AM18624,2  PL FERNAND MARQUIGNY,142.98,2,Appartement,143,5,63
2722AN18110,12  RUE DES PAVEURS,108.49,1,Appartement,127,4,63
2722AN4611,2  BD JEANNE D ARC,29.16,2,Appartement,29,1,63
2722AZ17837,2 B RUE JEAN DELAPLACE,79.27,1,Maison,81,4,63
2722AL882,1  RUE DE LA SURCHETTE,64.21,1,Appartement,67,4,63
2722AD29629,18  RUE QUINQUET,121.9,2,Appartement,122,5,63
2722AI211,18  RUE DU CHAMP BOUILLANT,49.33,2,Appartement,48,2,63
2722AE1155,3  RUE DE LA RESISTANCE,47.02,3,Appartement,36,3,63
2722AH441,14  RUE PORTE CROUY,37.18,6,Appartement,75,2,63
2722BW7235,10  PL DE LAON,41.42,1,Appartement,44,1,63
2722AH2121006,1 B RUE DES GRAVIERS,62.15,1,Appartement,83,3,63
2722AH21017,15 B RUE DU CHAMP BOUILLANT,59.81,2,Appartement,59,4,63
2722AK11138,20  RUE NOTRE DAME,20.45,1,Appartement,26,1,63
2722BS4017,2 B BD EDOUARD BRANLY,49.46,1,Appartement,57,2,63
2722BS4023,2 B BD EDOUARD BRANLY,45.12,1,Appartement,44,2,63
2722BW6922,4  PL DE LAON,68.95,2,Appartement,72,3,63
2722AR1054,12  AV THIERS,72.93,1,Appartement,72,2,63
2722CT10514,4  RUE JEAN MOULIN,65.9,2,Appartement,64,3,63
2722AI17421,3 B RUE PORTE CROUY,31.84,1,Appartement,32,2,63
2722CS2486,30  AV DU GENERAL DE GAULLE,29.36,1,Appartement,33,1,63
2722AP5020,7  RUE DE PANLEU,29.21,1,Appartement,30,1,63
2722CS2495,30  AV DU GENERAL DE GAULLE,23.7,1,Appartement,25,1,63
2722BW7218,10  PL DE LAON,73.94,1,Appartement,75,3,63
2722BS4014,2 B BD EDOUARD BRANLY,68.37,1,Appartement,67,3,63
2722BS401,2 B BD EDOUARD BRANLY,73.65,1,Appartement,73,3,63
2722AN1611,22  BD JEANNE D ARC,31.62,2,Appartement,32,1,63
2226AA4131,36  RUE DU MOULIN BOTTE,50.16,3,Appartement,43,2,64
2795AB4171,1  RUE DU PONT DE LA TOURNELLE,145.28,1,Maison,145,4,65
2795AD508,7  RUE DE FONTENOY,49.99,1,Appartement,49,3,65
2810AH61758,   LA FOSSE SALMON,58.67,1,Appartement,58,2,66
2810AC61613,3  RUE ROGER SALENGRO,77.56,2,Appartement,77,5,66
2810AD122,2  RUE DE BAPAUME,81.62,1,Appartement,81,4,66
2810AB43018,17  RUE ALEXANDRE DUMAS,89.56,1,Appartement,86,3,66
2810AC734,5  PL DU DOCTEUR MOUFLIER,21.4,1,Appartement,21,1,66
2810AC736,5  PL DU DOCTEUR MOUFLIER,20.69,1,Appartement,23,1,66
2810AC2481,9  RUE VICTOR HUGO,67.85,3,Appartement,54,3,66
2810BL2421,41  RUE DU GRAND MONTOIR,51.07,1,Appartement,42,3,66
2410A122410,19  RUE SAINT DENIS,55.74,1,Maison,50,3,67
2537ZH451,2  CHT DE LA QUINCY,106,3,Maison,109,6,68
2758AA2461,8  PTR PETITE RUE SAINT VINCENT,39.62,3,Maison,64,3,69
2201AB343,5 A RUE FERNAND BAZIN,570,1,Maison,110,6,70
2201AB341,5 D RUE FERNAND BAZIN,93.89,1,Maison,110,6,70
264AA9537,16  RUE D OULCHY LE CHATEAU,76.95,2,Appartement,76,3,71
2168AW31218,12  AV DE LA MARE AUX CANES,60.2,2,Appartement,60,3,72
2168AB934,3  PL DE L HOTEL DE VILLE,48.5,1,Appartement,54,3,72
2168AC29311,50  GR GRANDE RUE,57.74,2,Appartement,58,3,72
2168BP26016,1  RES RENOIR,78.24,1,Appartement,75,4,72
2305AO1141,2  RUE PAUL CLAUDEL,64.24,1,Appartement,64,3,73
3190AT47772,22  RUE DE LA FRATERNITE,34.46,1,Appartement,33,2,74
3190AP543,2  RUE DENAIN,124.01,3,Appartement,77,3,74
3190AT47761,22  RUE DE LA FRATERNITE,34.9,1,Appartement,38,1,74
3190AT47747,22  RUE DE LA FRATERNITE,22.19,1,Appartement,22,1,74
3190AV3422,14  RUE CHARLES PEGUY,83.87,2,Appartement,84,4,74
3190AR1226,11  RUE DU VERT GALANT,61.4,2,Appartement,60,4,74
3190AH123133,24  RUE GASPARD ROUX,78.3,2,Appartement,79,4,74
3321BZ4304,4  RES PARC MONTFAULT,107.77,1,Maison,112,5,75
3321CE25212,16  IMP DU PRE DE MOLLES,128.8,1,Maison,85,5,75
3321BP18358,84  RTE DE LYON,58.46,2,Appartement,59,3,75
3321BL7855,3  RUE JACQUES VINCENT,40.06,2,Appartement,40,2,75
395BS24310,1 B AV DU DRAPEAU,106,2,Appartement,105,5,76
3310BD1535,71  RUE JEAN JAURES,74.54,1,Appartement,80,3,77
3310AR37811,2  RUE MONTIGNAC,81.72,2,Appartement,79,3,77
3310AE22114,2  RUE DU 11 NOVEMBRE,67.64,2,Appartement,67,4,77
3310AH23811,10  RUE DUCHON,42.98,2,Appartement,47,2,77
3310AW351,4  RUE HUBERT COLOMBIER,40.57,3,Appartement,45,2,77
4209AS4567,9003  PL DE L HORLOGE,105.71,1,Appartement,119,4,78
4209AS4429,9002  PL DU DOCTEUR ROBERT,32.89,1,Appartement,33,1,78
4209AS77226,3  PL DE LA REPUBLIQUE,79.54,2,Appartement,80,3,78
4209AS39013,53  RUE DELEUZE,72.07,1,Appartement,85,2,78
4209AS2432,118  RUE POTERIE,44.44,2,Appartement,35,3,78
4209AS106724,9  RUE FONT CHAUDE,136.86,1,Appartement,44,2,78
4209AS77311,30  AV DES ARCADES,55.5,2,Appartement,61,2,78
4209AS106241,40  AV JEAN MOULIN,75.06,1,Appartement,74,3,78
4209AV4711,9018  AV JEAN JAURES,67.58,1,Appartement,68,4,78
4166G3531,7102  PL DE L ENGIEN,106.43,3,Appartement,133,4,79
4166G522,3  RUE TANNERIE,38.97,1,Appartement,60,2,79
473E730274,7003  RES LES MELEZES,29.74,1,Appartement,31,1,80
473D77446,7052  RES LES CHENEVRIERS,24.32,1,Appartement,25,1,80
473E5567,5081   LE SUPERSAUZE,35.97,1,Appartement,44,1,80
473AB216112,5112  RES LES MARGUERITES,26.76,1,Appartement,30,1,80
473E72290,5230   LE SUPERSAUZE,35.2,2,Appartement,23,2,80
473E27744,7076  RES LES MELEZES ROI SOLEIL,24.89,1,Appartement,25,2,80
473E27763,7076  RES LES MELEZES ROI SOLEIL,45.22,1,Appartement,38,3,80
473E2771,7076  RES LES MELEZES ROI SOLEIL,22.92,1,Appartement,23,1,80
449AH11104,9500  TRA DU CAMPING,65.4,1,Appartement,66,3,81
449AH30042,42  CHE DES SALETTES,89.06,1,Maison,93,4,81
449AH30021,9491  CHE DU LAC,44.24,1,Appartement,45,2,81
470AE2213,1  RUE DES MONGES,144.6,1,Appartement,120,4,82
470AL25750,25  AV FRANCOIS CUZIN,51.42,1,Appartement,51,2,82
470AB42932,20  RUE DU VALLON DE FARINE,71.39,1,Maison,71,3,82
470AD39441,39  BD VICTOR HUGO,23.25,1,Appartement,23,1,82
470D61013,9482  RES LE VALLON DES SOURCES,30.47,1,Appartement,30,2,82
470AE12872,32  BD VICTOR HUGO,28.33,1,Appartement,29,1,82
470AK9469,4  PL DE LA MAIRIE,53.1,1,Appartement,51,2,82
470AK973807,3  TRA DES EAUX CHAUDES,67.22,1,Appartement,68,3,82
470BN279103,36  AV HENRI JAUBERT,82.11,2,Appartement,81,4,82
470AK9731302,3  TRA DES EAUX CHAUDES,35.71,1,Appartement,36,1,82
470AK33526,11  RUE DE L ANCIENNE MAIRIE,52.45,1,Appartement,70,4,82
470AI7215,5 B AV DES THERMES,21.35,1,Appartement,23,1,82
470BL3113,15  CHE DES AJONCS,73.48,2,Appartement,75,4,82
470AK20215,28  RUE DE L HUBAC,54.79,1,Appartement,54,4,82
470AK5124,7  PL GENERAL DE GAULLE,22.9,1,Appartement,39,1,82
470AI12715,8  CRS DU TRIBUNAL,69.7,1,Appartement,66,4,82
470AE2904,103  BD GASSENDI,60.28,1,Appartement,62,3,82
470AK1953,13  MTE SAINT CHARLES,50.05,1,Appartement,54,2,82
470AK2072,36  RUE DE L HUBAC,25.4,3,Maison,110,4,82
4126AB5481,7066   STATION DE SAINT JEAN,24.74,1,Appartement,24,1,83
4126AB1333,7002   STATION DE SAINT JEAN,41.16,1,Appartement,49,2,83
4126AB883,7215   STATION DE SAINT JEAN,28.02,1,Appartement,28,1,83
46AE1441,7192   LA CHAPELLE,20.92,1,Appartement,20,1,84
46A870234,7034   ADRECH DE CHAUVET,27.46,1,Appartement,26,1,84
46A168162,7398   PONT DE LABRAU OUEST,34.95,1,Appartement,35,2,84
46AH14986,7178   PONT DE LABRAU,20.55,1,Appartement,21,1,84
46B2100209,7052   LES AUCHES,29.03,1,Appartement,37,2,84
46A87171,7218   LACHAUD ET CHAUVET,19.72,1,Appartement,19,1,84
46AE13339,7054   LA CHAPELLE,14.41,1,Appartement,20,1,84
46B209932,7215   LA SESTRIERE,26.99,1,Appartement,27,1,84
46A875222,7009   ADRECH DE CHAUVET,108.85,1,Appartement,81,2,84
46B21037,7263  RES LA PETITE OURSE 2,26.41,1,Appartement,26,1,84
46AH129278,7197  RES LE SCHUSS 3,16.61,1,Appartement,17,1,84
46AE21339,7199   LE SEIGNUS BAS,17.31,1,Appartement,18,1,84
46B2100332,7112   LES AUCHES,11.43,1,Appartement,15,1,84
46AE21362,7199   LE SEIGNUS BAS,28.4,1,Appartement,20,2,84
46AH5623,7073   PONT DE LABRAU,26.09,1,Appartement,26,1,84
46B2100514,7052   LES AUCHES,17.6,1,Appartement,17,1,84
46AE10230,7321   LE SEIGNUS BAS,27.45,1,Appartement,25,1,84
439AC547,  PL DES AIRES,93.76,1,Appartement,120,4,85
439AB1466,29  RUE NATIONALE,18,1,Appartement,18,1,85
439AB2902,35  RUE DU MITAN,18.26,1,Appartement,20,1,85
496AC2646,7078  RTE DE MAZAGRAND,20.73,1,Appartement,20,1,86
496AC156,25  RUE PRINCIPALE,59.73,1,Appartement,63,2,86
496AC22240,7028   MAZAGRAND,28.48,1,Appartement,28,1,86
496AC3511,8  MTE DU CHASTEL,35.65,1,Appartement,46,2,86
496C70421,5135  RUE DE COCODY,28.9,1,Maison,63,3,86
4102G3096,7037   LE VILLAGE,26.6,1,Appartement,27,2,87
4205H2136,6  RUE GRANDE,40,1,Appartement,50,3,88
4205AC215301,7089   SAINT PIERRE,90.75,1,Appartement,87,4,88
4205A138726,7113   LES SAGNES,22.91,1,Appartement,27,1,88
